token,total_freq,doc_freq,doc_freq_pct
acually,1,1,0.0003
synchroniztion,1,1,0.0003
taglib,1,1,0.0003
throwonexception,1,1,0.0003
eric,1,1,0.0003
monday,1,1,0.0003
lars,1,1,0.0003
hammer,1,1,0.0003
treates,1,1,0.0003
rfe,1,1,0.0003
testmultisearch,1,1,0.0003
endorse,1,1,0.0003
merchantability,1,1,0.0003
fitness,1,1,0.0003
disclaim,1,1,0.0003
liable,1,1,0.0003
indirect,1,1,0.0003
incidental,1,1,0.0003
exemplary,1,1,0.0003
consequential,1,1,0.0003
procurement,1,1,0.0003
profit,1,1,0.0003
tort,1,1,0.0003
negligence,1,1,0.0003
voluntary,1,1,0.0003
ndocs,1,1,0.0003
msta,1,1,0.0003
multisearcherthread,1,1,0.0003
minscore,1,1,0.0003
cvspublic,1,1,0.0003
jakarta,1,1,0.0003
testmultise,1,1,0.0003
archer,1,1,0.0003
testemptyindex,1,1,0.0003
perquery,1,1,0.0003
objets,1,1,0.0003
vor,1,1,0.0003
acces,1,1,0.0003
ejb,1,1,0.0003
hitsiterator,1,1,0.0003
bean,1,1,0.0003
remoteobject,1,1,0.0003
indexe,1,1,0.0003
clustered,1,1,0.0003
seracher,1,1,0.0003
dicussed,1,1,0.0003
lowercaseanalyzer,1,1,0.0003
tolowercase,1,1,0.0003
reprocess,1,1,0.0003
unindexed,1,1,0.0003
symbolic,1,1,0.0003
shm,1,1,0.0003
harddisk,1,1,0.0003
remarkably,1,1,0.0003
kohlschuetter,1,1,0.0003
giese,1,1,0.0003
whants,1,1,0.0003
bernhard,1,1,0.0003
rankingtest,1,1,0.0003
naber,1,1,0.0003
outermost,1,1,0.0003
jeffatwebdoyen,1,1,0.0003
islocked,1,1,0.0003
getlockname,1,1,0.0003
dorg,1,1,0.0003
mycustomlocker,1,1,0.0003
lucenetest,1,1,0.0003
lockname,1,1,0.0003
accompanying,1,1,0.0003
handing,1,1,0.0003
stumble,1,1,0.0003
opennorms,1,1,0.0003
successive,1,1,0.0003
getbytesize,1,1,0.0003
sortedvintlist,1,1,0.0003
lowercases,1,1,0.0003
forthcoming,1,1,0.0003
acrossed,1,1,0.0003
accessor,1,1,0.0003
fieldreader,1,1,0.0003
upward,1,1,0.0003
substantialy,1,1,0.0003
advanceaftercurrent,1,1,0.0003
subscorers,1,1,0.0003
fieldnumber,1,1,0.0003
writeterm,1,1,0.0003
stringdifference,1,1,0.0003
writechars,1,1,0.0003
storedcount,1,1,0.0003
hasmoreelements,1,1,0.0003
istokenized,1,1,0.0003
tim,1,1,0.0003
jones,1,1,0.0003
parallelmultiquery,1,1,0.0003
delaycloseindexsearcher,1,1,0.0003
amir,1,1,0.0003
termqueries,1,1,0.0003
addstopwords,1,1,0.0003
decodenorm,1,1,0.0003
emptynormfactors,1,1,0.0003
multinormfactors,1,1,0.0003
multiplexes,1,1,0.0003
compatibiltiy,1,1,0.0003
getnormfactors,1,1,0.0003
alloc,1,1,0.0003
accum,1,1,0.0003
segmentterminfosreader,1,1,0.0003
prefetchedterminfosreader,1,1,0.0003
indexentries,1,1,0.0003
indexpointer,1,1,0.0003
intended,1,1,0.0003
termin,1,1,0.0003
apple,1,1,0.0003
adjacent,1,1,0.0003
stickler,1,1,0.0003
inappropriately,1,1,0.0003
ascertain,1,1,0.0003
cold,1,1,0.0003
tokenisation,1,1,0.0003
searchesi,1,1,0.0003
fussed,1,1,0.0003
numericencoder,1,1,0.0003
ffffffff,1,1,0.0003
ffffffffffffffff,1,1,0.0003
xtestallintegerencodings,1,1,0.0003
xtestallfloatencodings,1,1,0.0003
testintegerencoding,1,1,0.0003
testlongencoding,1,1,0.0003
testfloatencoding,1,1,0.0003
testdoubleencoding,1,1,0.0003
dfsindexoutput,1,1,0.0003
erik,1,1,0.0003
hatcher,1,1,0.0003
thumb,1,1,0.0003
foolishly,1,1,0.0003
fundamentalist,1,1,0.0003
prevayler,1,1,0.0003
sick,1,1,0.0003
indexhandler,1,1,0.0003
myclass,1,1,0.0003
getcrud,1,1,0.0003
getindexhandler,1,1,0.0003
lucenetokenfrequencyvector,1,1,0.0003
lucenequerydictionary,1,1,0.0003
instanciate,1,1,0.0003
multivectors,1,1,0.0003
succeded,1,1,0.0003
pread,1,1,0.0003
fieldsinfo,1,1,0.0003
setbasedfieldselector,1,1,0.0003
loadfirstfieldselector,1,1,0.0003
immed,1,1,0.0003
skipchars,1,1,0.0003
readchars,1,1,0.0003
lazyfield,1,1,0.0003
reattach,1,1,0.0003
coupled,1,1,0.0003
delivers,1,1,0.0003
eye,1,1,0.0003
charachters,1,1,0.0003
mileage,1,1,0.0003
saturation,1,1,0.0003
irreversebly,1,1,0.0003
repeated,1,1,0.0003
obey,1,1,0.0003
guaranteee,1,1,0.0003
renameto,1,1,0.0003
discusions,1,1,0.0003
dual,1,1,0.0003
whitespaceanalyzer,1,1,0.0003
almaden,1,1,0.0003
harry,1,1,0.0003
san,1,1,0.0003
jose,1,1,0.0003
sweetspotsimiliarity,1,1,0.0003
implimention,1,1,0.0003
similiarty,1,1,0.0003
sweetspot,1,1,0.0003
platuea,1,1,0.0003
hyperbolic,1,1,0.0003
compability,1,1,0.0003
openindexwriter,1,1,0.0003
openindexreader,1,1,0.0003
notifiableindex,1,1,0.0003
createlistener,1,1,0.0003
deletelistener,1,1,0.0003
optimizationlistener,1,1,0.0003
contentupdatelistener,1,1,0.0003
autofreshedsearcher,1,1,0.0003
setpayload,1,1,0.0003
getpayloadlength,1,1,0.0003
indroduces,1,1,0.0003
ore,1,1,0.0003
sixth,1,1,0.0003
freqskip,1,1,0.0003
proxskip,1,1,0.0003
trail,1,1,0.0003
testparallelwriter,1,1,0.0003
tokenselector,1,1,0.0003
minimzing,1,1,0.0003
otis,1,1,0.0003
slighly,1,1,0.0003
diffs,1,1,0.0003
getdirectory,1,1,0.0003
setdisablelocks,1,1,0.0003
nolockfactory,1,1,0.0003
fsdirectorylockfactoryclass,1,1,0.0003
gist,1,1,0.0003
harwoods,1,1,0.0003
setmaxdocbytestoanalyze,1,1,0.0003
etcetera,1,1,0.0003
termpositionvector,1,1,0.0003
extendable,1,1,0.0003
indexformat,1,1,0.0003
fiedable,1,1,0.0003
finnaly,1,1,0.0003
defaultindexformat,1,1,0.0003
defaultfieldswriter,1,1,0.0003
defaultfieldsreader,1,1,0.0003
acheive,1,1,0.0003
saved,1,1,0.0003
enjoy,1,1,0.0003
queryfilters,1,1,0.0003
movement,1,1,0.0003
seekscountingstream,1,1,0.0003
maxbuffereddocs,1,1,0.0003
elimianting,1,1,0.0003
applicatation,1,1,0.0003
sychronized,1,1,0.0003
disaster,1,1,0.0003
arraycopy,1,1,0.0003
amazing,1,1,0.0003
readbutes,1,1,0.0003
inplementation,1,1,0.0003
bufferedindexoutput,1,1,0.0003
elimination,1,1,0.0003
fileformats,1,1,0.0003
readers,1,1,0.0003
deny,1,1,0.0003
yonik,1,1,0.0003
findsegmentsfile,1,1,0.0003
misleading,1,1,0.0003
indexfilenames,1,1,0.0003
extentsions,1,1,0.0003
testindexreader,1,1,0.0003
testlastmodified,1,1,0.0003
lastmodified,1,1,0.0003
fileexists,1,1,0.0003
doron,1,1,0.0003
cohen,1,1,0.0003
setwriteoncemode,1,1,0.0003
minimizes,1,1,0.0003
hesitation,1,1,0.0003
snaphshot,1,1,0.0003
datastore,1,1,0.0003
runned,1,1,0.0003
jited,1,1,0.0003
concurrence,1,1,0.0003
indextype,1,1,0.0003
luceneindex,1,1,0.0003
lunch,1,1,0.0003
anybody,1,1,0.0003
rational,1,1,0.0003
implies,1,1,0.0003
indeces,1,1,0.0003
cryptography,1,1,0.0003
algorythm,1,1,0.0003
september,1,1,0.0003
bcprov,1,1,0.0003
developers,1,1,0.0003
licence,1,1,0.0003
victor,1,1,0.0003
negrin,1,1,0.0003
worthiness,1,1,0.0003
isdeleted,1,1,0.0003
fieldselectorresults,1,1,0.0003
retrieved,1,1,0.0003
mln,1,1,0.0003
discarded,1,1,0.0003
wholly,1,1,0.0003
miserable,1,1,0.0003
blocktreetermswriter,1,1,0.0003
standardtree,1,1,0.0003
pulsingtree,1,1,0.0003
exactonly,1,1,0.0003
unpositioned,1,1,0.0003
blocktermswriter,1,1,0.0003
visting,1,1,0.0003
rewriting,1,1,0.0003
earwin,1,1,0.0003
implementators,1,1,0.0003
querys,1,1,0.0003
rewritestate,1,1,0.0003
rewritecache,1,1,0.0003
rewriteinterceptor,1,1,0.0003
poach,1,1,0.0003
bobo,1,1,0.0003
hoss,1,1,0.0003
fight,1,1,0.0003
ungrouped,1,1,0.0003
facetcomponent,1,1,0.0003
statscomponent,1,1,0.0003
fool,1,1,0.0003
incredible,1,1,0.0003
adddocuments,1,1,0.0003
delterm,1,1,0.0003
synch,1,1,0.0003
completley,1,1,0.0003
cachekeys,1,1,0.0003
redundent,1,1,0.0003
migrades,1,1,0.0003
ceil,1,1,0.0003
secondarily,1,1,0.0003
denormalizing,1,1,0.0003
presentation,1,1,0.0003
spookily,1,1,0.0003
recursing,1,1,0.0003
satisfactory,1,1,0.0003
recognise,1,1,0.0003
cater,1,1,0.0003
ized,1,1,0.0003
specialised,1,1,0.0003
tomorrow,1,1,0.0003
subclassable,1,1,0.0003
flimsy,1,1,0.0003
findsegmentsformerge,1,1,0.0003
lightmergepolicy,1,1,0.0003
segmentsizes,1,1,0.0003
heavymergepolicy,1,1,0.0003
expungedeletesmergepolicy,1,1,0.0003
domaintenance,1,1,0.0003
maintenancepolicy,1,1,0.0003
findsegmentsformaintenance,1,1,0.0003
getmaintenancespecification,1,1,0.0003
multidocumentwriter,1,1,0.0003
setrambuffersize,1,1,0.0003
setmaxbuffereddocs,1,1,0.0003
manages,1,1,0.0003
immuntability,1,1,0.0003
sortedfieldcache,1,1,0.0003
testmemorycachedrangefilterperformance,1,1,0.0003
lexographically,1,1,0.0003
summery,1,1,0.0003
abstractskiplistwriter,1,1,0.0003
defaultskiplistreader,1,1,0.0003
skiplevellength,1,1,0.0003
remark,1,1,0.0003
docnumber,1,1,0.0003
termvectorreader,1,1,0.0003
gettermfreqvectors,1,1,0.0003
interruptible,1,1,0.0003
computeweight,1,1,0.0003
computestats,1,1,0.0003
implented,1,1,0.0003
dgap,1,1,0.0003
dgapencoder,1,1,0.0003
vintencoder,1,1,0.0003
abstracfield,1,1,0.0003
blocktreetermsreader,1,1,0.0003
seekexact,1,1,0.0003
preparecommit,1,1,0.0003
twophasecommittool,1,1,0.0003
tpcs,1,1,0.0003
bogus,1,1,0.0003
bufoffset,1,1,0.0003
maxbufsize,1,1,0.0003
precisionsteps,1,1,0.0003
readinternal,1,1,0.0003
couldnt,1,1,0.0003
mmaps,1,1,0.0003
wouldnt,1,1,0.0003
opencompoundinput,1,1,0.0003
spikey,1,1,0.0003
rush,1,1,0.0003
rating,1,1,0.0003
pctg,1,1,0.0003
multiplicative,1,1,0.0003
favoring,1,1,0.0003
axsimilarity,1,1,0.0003
testqueries,1,1,0.0003
testboolean,1,1,0.0003
downfall,1,1,0.0003
flexscoring,1,1,0.0003
whatver,1,1,0.0003
hasarray,1,1,0.0003
getarray,1,1,0.0003
deletefile,1,1,0.0003
deletage,1,1,0.0003
listall,1,1,0.0003
directoryreplicator,1,1,0.0003
deps,1,1,0.0003
backround,1,1,0.0003
logdocmergepolicy,1,1,0.0003
serialmergescheduler,1,1,0.0003
unsynchronized,1,1,0.0003
valuetype,1,1,0.0003
valuestype,1,1,0.0003
promotion,1,1,0.0003
idv,1,1,0.0003
spanquerys,1,1,0.0003
unordered,1,1,0.0003
ispayloadavailable,1,1,0.0003
luceneindexaccessor,1,1,0.0003
newbie,1,1,0.0003
indexaccessors,1,1,0.0003
searchserver,1,1,0.0003
spatially,1,1,0.0003
iml,1,1,0.0003
workspace,1,1,0.0003
involvement,1,1,0.0003
comfortable,1,1,0.0003
segementdocsenum,1,1,0.0003
livedocs,1,1,0.0003
attache,1,1,0.0003
forum,1,1,0.0003
indexstream,1,1,0.0003
fieldstream,1,1,0.0003
complexphrasequeryparser,1,1,0.0003
extendablequeryparser,1,1,0.0003
precedencequeryparser,1,1,0.0003
testingqueryparser,1,1,0.0003
engels,1,1,0.0003
scalling,1,1,0.0003
gettermsreader,1,1,0.0003
virtualmethod,1,1,0.0003
getimplementationdistance,1,1,0.0003
attributesourcew,1,1,0.0003
getattributeinterfaces,1,1,0.0003
lockable,1,1,0.0003
disastrous,1,1,0.0003
migrated,1,1,0.0003
sumscore,1,1,0.0003
countingfacetsaggregator,1,1,0.0003
facetarrayssource,1,1,0.0003
facetresultshandlers,1,1,0.0003
countingfacetscollector,1,1,0.0003
standardfacetscollector,1,1,0.0003
matchingdocs,1,1,0.0003
scoreddocids,1,1,0.0003
flexiblequeryparser,1,1,0.0003
surroundqueryparser,1,1,0.0003
persisting,1,1,0.0003
downcase,1,1,0.0003
levenshteinautomata,1,1,0.0003
directspellchecker,1,1,0.0003
levt,1,1,0.0003
lev,1,1,0.0003
moman,1,1,0.0003
jean,1,1,0.0003
philippe,1,1,0.0003
barrette,1,1,0.0003
lapierre,1,1,0.0003
patterntokenizer,1,1,0.0003
emits,1,1,0.0003
camelcase,1,1,0.0003
preserveoriginal,1,1,0.0003
apology,1,1,0.0003
singlevalued,1,1,0.0003
getterms,1,1,0.0003
getdoctermsords,1,1,0.0003
gettermsindex,1,1,0.0003
maxord,1,1,0.0003
getcollectorterms,1,1,0.0003
seekingtermsettermsenum,1,1,0.0003
associationfacetfields,1,1,0.0003
facetfields,1,1,0.0003
morning,1,1,0.0003
storedfieldsvisitor,1,1,0.0003
iterables,1,1,0.0003
indexablefields,1,1,0.0003
storablefields,1,1,0.0003
upside,1,1,0.0003
postionincrement,1,1,0.0003
depressingly,1,1,0.0003
beef,1,1,0.0003
testbackwardscompatibility,1,1,0.0003
disjunctionmax,1,1,0.0003
bfs,1,1,0.0003
yyy,1,1,0.0003
hurdle,1,1,0.0003
sortedsetdocvaluesfield,1,1,0.0003
impress,1,1,0.0003
penum,1,1,0.0003
wikipediatokenizer,1,1,0.0003
collapsed,1,1,0.0003
worddelimiterfilter,1,1,0.0003
bay,1,1,0.0003
pod,1,1,0.0003
ipod,1,1,0.0003
ebay,1,1,0.0003
ridiculous,1,1,0.0003
standing,1,1,0.0003
bucketing,1,1,0.0003
dynamicly,1,1,0.0003
trivially,1,1,0.0003
fixable,1,1,0.0003
misleadingly,1,1,0.0003
spellchecking,1,1,0.0003
smoothlier,1,1,0.0003
disturb,1,1,0.0003
classical,1,1,0.0003
differents,1,1,0.0003
similartokenfilter,1,1,0.0003
fuzzysearch,1,1,0.0003
renumber,1,1,0.0003
maxbuffereddeleteterms,1,1,0.0003
serially,1,1,0.0003
intermittant,1,1,0.0003
testindexwritermerging,1,1,0.0003
concurently,1,1,0.0003
reopened,1,1,0.0003
contradict,1,1,0.0003
keywordrepeaterfilter,1,1,0.0003
removeduplicatestokenfilter,1,1,0.0003
getoffset,1,1,0.0003
gettlenght,1,1,0.0003
getbinaryvalue,1,1,0.0003
csd,1,1,0.0003
csdlist,1,1,0.0003
segsize,1,1,0.0003
docdelta,1,1,0.0003
tagging,1,1,0.0003
heavyweight,1,1,0.0003
syncs,1,1,0.0003
indexcommits,1,1,0.0003
versions,1,1,0.0003
standarddirectoryreader,1,1,0.0003
relatinship,1,1,0.0003
doopenifchanged,1,1,0.0003
bite,1,1,0.0003
asyncfsdirectory,1,1,0.0003
asyncfilechannel,1,1,0.0003
syncronize,1,1,0.0003
asyncfsdirectoty,1,1,0.0003
largedochighlighter,1,1,0.0003
tagindexreader,1,1,0.0003
tfidfsimilarity,1,1,0.0003
excuse,1,1,0.0003
similaritybase,1,1,0.0003
consumable,1,1,0.0003
intemittant,1,1,0.0003
docfieldconsumer,1,1,0.0003
termshashconsumer,1,1,0.0003
normswriter,1,1,0.0003
storedfieldswriter,1,1,0.0003
termvectorstermswriter,1,1,0.0003
necesary,1,1,0.0003
instantiated,1,1,0.0003
rawpostinglist,1,1,0.0003
atomiclong,1,1,0.0003
bytesused,1,1,0.0003
implicite,1,1,0.0003
fixedbitsets,1,1,0.0003
randomaccessfilterstrategy,1,1,0.0003
userandomaccess,1,1,0.0003
synchronizedmap,1,1,0.0003
mult,1,1,0.0003
listcommits,1,1,0.0003
topath,1,1,0.0003
getdefault,1,1,0.0003
livedocsformat,1,1,0.0003
cheapbastardcodec,1,1,0.0003
joinutil,1,1,0.0003
joining,1,1,0.0003
taxonomyreader,1,1,0.0003
maybereopen,1,1,0.0003
ensureopen,1,1,0.0003
searchertaxopair,1,1,0.0003
tryincref,1,1,0.0003
refreshing,1,1,0.0003
recursiveprefixtree,1,1,0.0003
incidentally,1,1,0.0003
disterr,1,1,0.0003
disterrpct,1,1,0.0003
byproduct,1,1,0.0003
inaccuracy,1,1,0.0003
deprecation,1,1,0.0003
computationally,1,1,0.0003
ride,1,1,0.0003
indexwriterservice,1,1,0.0003
embody,1,1,0.0003
getresourceasstream,1,1,0.0003
concurrancy,1,1,0.0003
necassary,1,1,0.0003
randomaccessfile,1,1,0.0003
triple,1,1,0.0003
modifies,1,1,0.0003
getbestfragment,1,1,0.0003
getbesttextfragments,1,1,0.0003
objetct,1,1,0.0003
resetting,1,1,0.0003
filteratomicreader,1,1,0.0003
indexupgrader,1,1,0.0003
generify,1,1,0.0003
wfstsuggester,1,1,0.0003
floatoutputs,1,1,0.0003
violation,1,1,0.0003
matcher,1,1,0.0003
bet,1,1,0.0003
unimportant,1,1,0.0003
sortertemplate,1,1,0.0003
frustrated,1,1,0.0003
gallop,1,1,0.0003
beware,1,1,0.0003
setpivot,1,1,0.0003
comparepivot,1,1,0.0003
regulard,1,1,0.0003
takeover,1,1,0.0003
searcherlifetimemanager,1,1,0.0003
searchafter,1,1,0.0003
sortingmergepolicy,1,1,0.0003
ordinalmaps,1,1,0.0003
silliness,1,1,0.0003
uninvertingreader,1,1,0.0003
unrelated,1,1,0.0003
checkreader,1,1,0.0003
checkintegrity,1,1,0.0003
filterreaders,1,1,0.0003
gettermvectorsreader,1,1,0.0003
getfieldsreader,1,1,0.0003
getnormsreader,1,1,0.0003
getdocvaluesreader,1,1,0.0003
getpostingsreader,1,1,0.0003
storedfieldvisitor,1,1,0.0003
gettermvectors,1,1,0.0003
getnumericdocvalues,1,1,0.0003
getdocswithfield,1,1,0.0003
getbinarydocvalues,1,1,0.0003
getsorteddocvalues,1,1,0.0003
sortednumericdocvalues,1,1,0.0003
getsortednumericdocvalues,1,1,0.0003
getsortedsetdocvalues,1,1,0.0003
getnormvalues,1,1,0.0003
rote,1,1,0.0003
serviceprovider,1,1,0.0003
baked,1,1,0.0003
preflexcodec,1,1,0.0003
portableindexexporter,1,1,0.0003
carrotsearch,1,1,0.0003
randomizedtesting,1,1,0.0003
beforeclass,1,1,0.0003
afterclass,1,1,0.0003
randomizedtest,1,1,0.0003
repeatability,1,1,0.0003
accessibility,1,1,0.0003
validators,1,1,0.0003
appraoch,1,1,0.0003
broad,1,1,0.0003
wfsa,1,1,0.0003
chr,1,1,0.0003
wdf,1,1,0.0003
readingattribute,1,1,0.0003
jaspell,1,1,0.0003
positionincrementattribute,1,1,0.0003
prototypetoken,1,1,0.0003
nexttoken,1,1,0.0003
casting,1,1,0.0003
testnewtokenstreamapi,1,1,0.0003
cloned,1,1,0.0003
newcachingtokenstream,1,1,0.0003
brave,1,1,0.0003
collections,1,1,0.0003
collectionutil,1,1,0.0003
mux,1,1,0.0003
hardwire,1,1,0.0003
modularizing,1,1,0.0003
dfff,1,1,0.0003
closedirectory,1,1,0.0003
decrement,1,1,0.0003
alreadyclosed,1,1,0.0003
payloadnearquery,1,1,0.0003
payloadtermquery,1,1,0.0003
payloadfunction,1,1,0.0003
regexpquery,1,1,0.0003
termrangequery,1,1,0.0003
spannotquery,1,1,0.0003
spanorquery,1,1,0.0003
fieldmaskingspanquery,1,1,0.0003
spanfirstquery,1,1,0.0003
spanpositionrangequery,1,1,0.0003
spanpayloadcheckquery,1,1,0.0003
spannearpayloadcheckquery,1,1,0.0003
objectoutputstream,1,1,0.0003
writeobjecta,1,1,0.0003
glue,1,1,0.0003
mentioned,1,1,0.0003
blatantly,1,1,0.0003
poslen,1,1,0.0003
addlargetext,1,1,0.0003
addshorttext,1,1,0.0003
addatom,1,1,0.0003
jafnn,1,1,0.0003
addbinary,1,1,0.0003
addnumber,1,1,0.0003
enablestored,1,1,0.0003
norms,1,1,0.0003
suddenly,1,1,0.0003
realistically,1,1,0.0003
overdue,1,1,0.0003
ebnf,1,1,0.0003
developed,1,1,0.0003
gunit,1,1,0.0003
pylucene,1,1,0.0003
graphical,1,1,0.0003
mainq,1,1,0.0003
dialect,1,1,0.0003
operatos,1,1,0.0003
interchangeable,1,1,0.0003
inverting,1,1,0.0003
tokenstreamfromtermpositionvector,1,1,0.0003
linked,1,1,0.0003
formation,1,1,0.0003
ramification,1,1,0.0003
memoryindexnormdocvalues,1,1,0.0003
addfield,1,1,0.0003
godawful,1,1,0.0003
invite,1,1,0.0003
diversity,1,1,0.0003
marketplace,1,1,0.0003
intersecting,1,1,0.0003
multitermquerywrapperfilter,1,1,0.0003
shirt,1,1,0.0003
dimm,1,1,0.0003
traction,1,1,0.0003
deflater,1,1,0.0003
threatens,1,1,0.0003
facetrequestbuilder,1,1,0.0003
prototyping,1,1,0.0003
taxonomyfacetcounts,1,1,0.0003
sortedsetdvfacetcounts,1,1,0.0003
simplefacetscollector,1,1,0.0003
categorylistparams,1,1,0.0003
ordinalpolicy,1,1,0.0003
ssdv,1,1,0.0003
filtercache,1,1,0.0003
rambytesused,1,1,0.0003
lrufiltercache,1,1,0.0003
restaurant,1,1,0.0003
ring,1,1,0.0003
hashcodes,1,1,0.0003
arraydeque,1,1,0.0003
fantastic,1,1,0.0003
invitation,1,1,0.0003
inflategens,1,1,0.0003
aborted,1,1,0.0003
sniping,1,1,0.0003
trackingdirectorywrapper,1,1,0.0003
superhero,1,1,0.0003
clueless,1,1,0.0003
accepts,1,1,0.0003
gps,1,1,0.0003
coords,1,1,0.0003
pointless,1,1,0.0003
latlontype,1,1,0.0003
facetrequests,1,1,0.0003
appendinglongbuffer,1,1,0.0003
monotonicappendinglongbuffer,1,1,0.0003
growablewriters,1,1,0.0003
tentatively,1,1,0.0003
binarycodec,1,1,0.0003
wkb,1,1,0.0003
binarydocvaluesfield,1,1,0.0003
improper,1,1,0.0003
stefan,1,1,0.0003
pohl,1,1,0.0003
andrzej,1,1,0.0003
bia,1,1,0.0003
ecki,1,1,0.0003
longish,1,1,0.0003
biggish,1,1,0.0003
cachingwrappingfilter,1,1,0.0003
maxdocs,1,1,0.0003
skiplists,1,1,0.0003
mmaped,1,1,0.0003
wdyt,1,1,0.0003
stemmed,1,1,0.0003
bloating,1,1,0.0003
andpositionsenum,1,1,0.0003
advantageous,1,1,0.0003
prevision,1,1,0.0003
setxxxvalue,1,1,0.0003
copybytes,1,1,0.0003
raminput,1,1,0.0003
ramin,1,1,0.0003
dest,1,1,0.0003
blockpool,1,1,0.0003
seekable,1,1,0.0003
indexsplitter,1,1,0.0003
multipassindexsplitter,1,1,0.0003
fixedintblock,1,1,0.0003
variableintblock,1,1,0.0003
grabs,1,1,0.0003
mod,1,1,0.0003
noisy,1,1,0.0003
dicts,1,1,0.0003
lowish,1,1,0.0003
enuming,1,1,0.0003
persistentsnapshotdeletionpolicy,1,1,0.0003
sorteddv,1,1,0.0003
termordvalcomparator,1,1,0.0003
randomaccessords,1,1,0.0003
ruler,1,1,0.0003
advanceexact,1,1,0.0003
imp,1,1,0.0003
messiness,1,1,0.0003
attendant,1,1,0.0003
iam,1,1,0.0003
jambour,1,1,0.0003
multiterms,1,1,0.0003
multitermawarecomponents,1,1,0.0003
unconsumed,1,1,0.0003
postingsconsumer,1,1,0.0003
tiered,1,1,0.0003
applied,1,1,0.0003
czech,1,1,0.0003
unuseful,1,1,0.0003
prefixcodedtermsdict,1,1,0.0003
docfreqs,1,1,0.0003
rescoring,1,1,0.0003
rescore,1,1,0.0003
struggle,1,1,0.0003
pinch,1,1,0.0003
termdictionaries,1,1,0.0003
multiplication,1,1,0.0003
analyzersuggester,1,1,0.0003
someinputstream,1,1,0.0003
anaylzingsuggester,1,1,0.0003
persegment,1,1,0.0003
sortedsource,1,1,0.0003
valuesenum,1,1,0.0003
byteblock,1,1,0.0003
postingswriterbase,1,1,0.0003
postingsbase,1,1,0.0003
startterm,1,1,0.0003
flushtermblock,1,1,0.0003
pulsingpostingswriter,1,1,0.0003
itemsinblock,1,1,0.0003
bttr,1,1,0.0003
encodeterm,1,1,0.0003
pbreader,1,1,0.0003
longssize,1,1,0.0003
addxyzfield,1,1,0.0003
ndv,1,1,0.0003
artificially,1,1,0.0003
sparseness,1,1,0.0003
suck,1,1,0.0003
plastic,1,1,0.0003
stirrer,1,1,0.0003
airplane,1,1,0.0003
straw,1,1,0.0003
segmentswritestate,1,1,0.0003
perfieldcodec,1,1,0.0003
recode,1,1,0.0003
blindly,1,1,0.0003
overcomplicates,1,1,0.0003
follwing,1,1,0.0003
segmentname,1,1,0.0003
solvel,1,1,0.0003
lexical,1,1,0.0003
collocation,1,1,0.0003
listed,1,1,0.0003
dually,1,1,0.0003
termsrangeenum,1,1,0.0003
compund,1,1,0.0003
flusedfiles,1,1,0.0003
actuall,1,1,0.0003
differentiation,1,1,0.0003
choses,1,1,0.0003
transducer,1,1,0.0003
bytesrefs,1,1,0.0003
nooutputs,1,1,0.0003
positiveintoutputs,1,1,0.0003
bytesequenceoutput,1,1,0.0003
beast,1,1,0.0003
intermittent,1,1,0.0003
oome,1,1,0.0003
fileposition,1,1,0.0003
confession,1,1,0.0003
parameterized,1,1,0.0003
largeish,1,1,0.0003
dawid,1,1,0.0003
weiss,1,1,0.0003
createoutput,1,1,0.0003
readbuffersize,1,1,0.0003
directiolinuxdirectory,1,1,0.0003
compiles,1,1,0.0003
markrmiller,1,1,0.0003
brevity,1,1,0.0003
fiddling,1,1,0.0003
removable,1,1,0.0003
offender,1,1,0.0003
lowercase,1,1,0.0003
sdv,1,1,0.0003
straddle,1,1,0.0003
bitsfiltereddocidset,1,1,0.0003
uniq,1,1,0.0003
hair,1,1,0.0003
pave,1,1,0.0003
bufferunderflowexception,1,1,0.0003
intbuffer,1,1,0.0003
bytesequenceoutputs,1,1,0.0003
charsequenceoutputs,1,1,0.0003
fstutil,1,1,0.0003
intersectprefixpaths,1,1,0.0003
readfinaloutput,1,1,0.0003
readnextrealarc,1,1,0.0003
getvaluesource,1,1,0.0003
interoperate,1,1,0.0003
readvlong,1,1,0.0003
snapshotdeletionpolicy,1,1,0.0003
refs,1,1,0.0003
cound,1,1,0.0003
usethreads,1,1,0.0003
newsearcher,1,1,0.0003
indexsearchers,1,1,0.0003
applydeletes,1,1,0.0003
updatendv,1,1,0.0003
mingramsize,1,1,0.0003
maxgramsize,1,1,0.0003
xabc,1,1,0.0003
abcy,1,1,0.0003
xabcy,1,1,0.0003
autogeneratephrasequeries,1,1,0.0003
xyzabc,1,1,0.0003
notifier,1,1,0.0003
unuseable,1,1,0.0003
readerutil,1,1,0.0003
horizon,1,1,0.0003
spatialexample,1,1,0.0003
legacyprefixtree,1,1,0.0003
legacycell,1,1,0.0003
simplifyindexedcells,1,1,0.0003
multioverlappingindexedshapes,1,1,0.0003
knon,1,1,0.0003
innovate,1,1,0.0003
powerfully,1,1,0.0003
rewriteusingcache,1,1,0.0003
nuke,1,1,0.0003
spannear,1,1,0.0003
anthing,1,1,0.0003
blockreader,1,1,0.0003
scorercontext,1,1,0.0003
needspositions,1,1,0.0003
scorere,1,1,0.0003
needspayloads,1,1,0.0003
termspanquery,1,1,0.0003
nuked,1,1,0.0003
termspans,1,1,0.0003
